peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Cho Oyu,1980,Autumn,"Illness, AMS, exhaustion, or frostbite",7600.0,1,0,0,0,False
Cho Oyu,1981,Autumn,"Bad weather (storms, high winds)",7800.0,1,0,0,0,False
Cho Oyu,1982,Autumn,Lack of time,8100.0,1,0,0,0,False
Cho Oyu,1983,Autumn,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,1987,Spring,"Bad weather (storms, high winds)",6500.0,2,0,0,0,False
Chobuje,1960,Autumn,Did not attempt climb,7300.0,6,0,0,0,False
Cholatse,1986,Winter,Did not attempt climb,7300.0,4,0,0,0,False
Chukyima Go,1972,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700.0,5,0,0,0,False
Chukyima Go,1972,Spring,Other,6050.0,3,0,0,0,False
Churen Himal Central,1962,Spring,Lack of time,5750.0,4,0,5,0,False
Churen Himal West,1971,Spring,"Bad weather (storms, high winds)",6700.0,6,0,3,0,False
Churen Himal Central,1985,Spring,Did not attempt climb,7300.0,9,0,0,0,False
Taple Shikhar,1963,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6400.0,6,0,5,0,False
Changtse,1935,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,2,0,0,0,False
Changtse,1936,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7130.0,4,0,0,0,False
Changtse,1952,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6600.0,3,0,0,0,False
Changtse,1982,Autumn,Success (claimed),7583.0,2,0,0,0,False
Changtse,1983,Spring,Success (main peak),7583.0,2,0,0,0,False
Changtse,1986,Spring,Success (main peak),7583.0,48,0,0,0,False
Changtse,1987,Autumn,Success (main peak),7583.0,6,0,0,0,False
Changtse,1987,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7250.0,12,0,0,0,False
Changtse,1988,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7490.0,5,0,0,0,False
Changtse,1988,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7240.0,5,0,0,0,False
Dhaulagiri I,1949,Unknown,Attempt rumoured,7300.0,0,0,0,0,False
Dhaulagiri I,1950,Spring,Did not attempt climb,7300.0,8,0,0,0,False
Dhaulagiri I,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7700.0,7,0,9,0,True
Dhaulagiri I,1954,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8000.0,11,1,14,0,True
Dhaulagiri I,1959,Spring,"Bad weather (storms, high winds)",7800.0,8,1,13,0,False
Dhaulagiri I,1960,Spring,Success (main peak),8167.0,13,0,7,0,False
Dhaulagiri I,1971,Spring,"Bad weather (storms, high winds)",7700.0,2,0,0,0,False
Dhaulagiri II,1959,Autumn,Did not attempt climb,7300.0,4,0,0,0,False
Dhaulagiri II,1962,Autumn,Other,7750.0,0,0,0,0,False
Dhaulagiri II,1963,Spring,"Bad weather (storms, high winds)",7000.0,8,0,2,0,False
Dhaulagiri II,1971,Spring,Success (main peak),7751.0,7,0,3,0,False
Dhaulagiri III,1963,Spring,"Bad weather (storms, high winds)",6500.0,8,0,2,0,False
Dhaulagiri III,1979,Autumn,Success (main peak),7715.0,20,0,23,0,True
Dhaulagiri IV,1971,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6300.0,0,0,0,0,False
Dhaulagiri IV,1972,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7149.0,10,0,7,0,False
Dhaulagiri V,1971,Spring,Accident (death or serious injury),7000.0,6,3,0,0,False
Dhaulagiri V,1971,Autumn,Accident (death or serious injury),5950.0,0,1,0,0,False
Dhaulagiri V,1974,Spring,Did not attempt climb,7300.0,3,0,0,0,False
Dhaulagiri VI,1962,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6400.0,1,0,2,0,False
Dhaulagiri VI,1970,Spring,Success (main peak),7268.0,8,0,3,0,False
Dhaulagiri VI,1970,Autumn,Success (main peak),7268.0,9,0,8,0,False
Dhampus,1960,Spring,Success (main peak),6012.0,2,0,0,0,False
Dhampus,1962,Spring,Success (main peak),6012.0,4,0,5,0,False
Dhampus,1974,Spring,Success (main peak),6012.0,4,0,0,0,False
Dhampus,1982,Autumn,Success (main peak),6012.0,10,0,2,0,False
Dhampus,1983,Autumn,Success (main peak),6012.0,2,0,0,0,False
Pemthang Karpo Ri,1955,Spring,Success (main peak),6865.0,2,0,6,0,False
Pemthang Karpo Ri,1964,Autumn,Success (main peak),6865.0,1,0,2,0,False
Pemthang Karpo Ri,1965,Spring,Other,6000.0,2,0,0,0,False
Dorje Lhakpa,1964,Spring,"Bad weather (storms, high winds)",6300.0,4,0,5,0,False
Drohmo,1949,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6250.0,6,0,0,0,False
Drohmo,1963,Autumn,Other,6100.0,4,0,0,0,False
Everest,1921,Spring,Did not attempt climb,7000.0,9,1,21,1,False
Everest,1922,Spring,"Illness, AMS, exhaustion, or frostbite",8320.0,13,0,30,7,True
Everest,1924,Spring,Accident (death or serious injury),8600.0,11,2,40,2,True
Everest,1933,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8570.0,16,0,50,0,False
Everest,1934,Spring,Accident (death or serious injury),6900.0,1,1,2,0,False
Everest,1935,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,7,0,16,0,False
Everest,1936,Spring,"Bad weather (storms, high winds)",7000.0,12,0,65,0,False
Everest,1938,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8350.0,7,0,16,0,True
Everest,1947,Spring,"Bad weather (storms, high winds)",6800.0,1,0,2,0,False
Everest,1950,Autumn,Did not attempt climb,5790.0,5,0,0,0,False
Everest,1951,Spring,Lack (or loss) of supplies or equipment,6800.0,1,0,3,0,False
Everest,1951,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,6,0,5,0,False
Everest,1952,Spring,"Illness, AMS, exhaustion, or frostbite",8600.0,11,0,14,0,True
Everest,1952,Autumn,"Bad weather (storms, high winds)",8100.0,7,0,23,1,True
Everest,1952,Autumn,Attempt rumoured,8200.0,40,0,36,0,False
Everest,1953,Spring,Success (main peak),8850.0,13,0,20,0,True
Everest,1956,Spring,Success (main peak),8850.0,11,0,28,0,True
Everest,1958,Autumn,Did not attempt climb,6500.0,13,0,10,0,False
Everest,1960,Spring,Success (main peak),8850.0,29,1,99,0,True
Everest,1962,Spring,"Bad weather (storms, high winds)",8720.0,14,0,44,1,True
Everest,1962,Spring,"Illness, AMS, exhaustion, or frostbite",7700.0,4,0,0,0,False
Everest,1966,Spring,Accident (death or serious injury),8100.0,20,1,60,0,True
Everest,1968,Spring,Attempt rumoured,7300.0,0,0,0,0,False
Everest,1970,Spring,Success (main peak),8850.0,39,1,56,1,True
Everest,1971,Autumn,"Bad weather (storms, high winds)",8100.0,20,0,24,0,True
Everest,1974,Spring,Did not attempt climb,7300.0,0,0,0,0,False
Everest,1975,Spring,Success (main peak),8850.0,35,1,99,0,True
Everest,1975,Autumn,Attempt rumoured,7300.0,1,0,0,0,False
Everest,1978,Spring,Other,7790.0,25,1,30,0,False
Everest,1978,Spring,Success (main peak),8850.0,14,0,25,1,True
Everest,1978,Autumn,Success (main peak),8850.0,18,0,21,0,True
Everest,1979,Spring,Did not attempt climb,7300.0,0,0,0,0,False
Everest,1979,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,6,0,0,0,False
Everest,1982,Spring,Accident (death or serious injury),8230.0,6,2,0,0,True
Everest,1983,Autumn,"Bad weather (storms, high winds)",8200.0,12,0,0,0,False
Everest,1993,Winter,Success (main peak),8850.0,10,0,20,0,True
Gama Peak,1972,Autumn,Success (main peak),7187.0,3,0,2,0,False
Ganesh I,1949,Summer,Did not attempt climb,7300.0,3,0,0,0,False
Ganesh I,1954,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350.0,13,0,22,0,False
Ganesh I,1955,Autumn,Success (main peak),7422.0,7,1,8,0,False
Ganesh I,1960,Spring,Success (subpeak),6700.0,1,0,3,0,False
Ganesh III,1973,Spring,Did not attempt climb,6000.0,1,0,0,0,False
Ganesh III,1980,Autumn,Did not attempt climb,7300.0,9,0,0,0,False
Ganesh II,1953,Spring,Did not attempt climb,5800.0,4,0,0,0,False
Ganesh II,1971,Spring,Did not attempt climb,5400.0,1,0,0,0,False
Lampo,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7300.0,4,0,4,0,False
Ganchenpo,1949,Summer,"Bad weather (storms, high winds)",5640.0,2,0,0,0,False
Ganchenpo,1971,Autumn,Other,6360.0,3,0,0,0,False
Ganchenpo,1975,Autumn,Lack (or loss) of supplies or equipment,6100.0,2,0,0,0,False
Ganchenpo,1991,Spring,Accident (death or serious injury),5700.0,2,0,3,0,False
Gangapurna,1971,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7000.0,7,0,4,0,False
Gangapurna,1971,Autumn,Success (main peak),7455.0,10,3,8,5,False
Gaurishankar,1952,Autumn,Did not attempt climb,7300.0,4,0,0,0,False
Gaurishankar,1954,Autumn,Did not attempt climb,5025.0,2,0,0,0,False
Gaurishankar,1955,Spring,Did not attempt climb,7300.0,5,0,0,0,False
Gaurishankar,1959,Autumn,Did not attempt climb,7300.0,3,0,0,0,False
Gaurishankar,1973,Autumn,Did not reach base camp,7300.0,0,0,0,0,False
Ghustang North,1962,Autumn,Success (main peak),6529.0,1,0,5,0,False
Ghustang North,1965,Autumn,Success (main peak),6529.0,5,0,8,0,False
Ghustang North,1969,Autumn,Success (main peak),6529.0,2,0,1,0,False
Ghustang North,1988,Autumn,Success (main peak),6529.0,3,0,3,0,False
Ghustang South,1962,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,1,0,2,0,False
Matathumba,1961,Spring,Success (main peak),5767.0,3,0,3,0,False
Ghyuthumba Main,1953,Autumn,Success (main peak),5806.0,1,0,4,0,False
Gimmigela Chuli,1936,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,4,0,0,0,False
Gimmigela Chuli,1937,Spring,Other,6350.0,3,0,5,0,False
Gimmigela Chuli,1937,Autumn,Did not attempt climb,6600.0,3,0,6,0,False
Gimmigela Chuli,1939,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6300.0,3,0,6,0,False
Gimmigela Chuli,1963,Spring,"Bad weather (storms, high winds)",7000.0,6,0,5,0,False
Glacier Dome,1965,Spring,Success (main peak),7069.0,8,0,9,0,False
Glacier Dome,1969,Spring,Success (main peak),7069.0,9,0,5,0,False
Glacier Dome,1981,Spring,Success (main peak),7069.0,10,0,4,0,False
Glacier Dome,1982,Autumn,Success (main peak),7069.0,3,0,0,0,False
Glacier Dome,1983,Autumn,Other,6500.0,4,0,0,0,False
Glacier Dome,1988,Autumn,Success (main peak),7069.0,11,0,2,0,True
Gyachung Kang,1955,Autumn,Did not attempt climb,7300.0,8,0,0,0,False
Leonpo Gang East,1955,Spring,Success (main peak),6733.0,3,0,4,0,False
Leonpo Gang East,1960,Spring,Success (main peak),6733.0,3,0,1,0,False
Leonpo Gang East,1961,Spring,Success (main peak),6733.0,2,0,4,0,False
Himalchuli East,1953,Spring,Lack (or loss) of supplies or equipment,5600.0,2,1,1,0,False
Himalchuli East,1955,Spring,Accident (death or serious injury),6100.0,6,1,4,0,False
Himalchuli East,1958,Autumn,Did not attempt climb,6400.0,2,0,3,0,False
Himalchuli East,1959,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,8,0,8,1,True
Himalchuli East,1960,Spring,Success (main peak),7893.0,10,0,15,1,True
Himalchuli East,1977,Spring,Accident (death or serious injury),7800.0,14,1,0,0,False
Rani Peak,1978,Autumn,Success (main peak),6693.0,2,0,0,0,False
Himalchuli West,1960,Spring,Other,7450.0,2,0,1,0,False
Himalchuli West,1978,Spring,Success (main peak),7540.0,2,0,5,0,False
Hiunchuli,1968,Autumn,Attempt rumoured,7300.0,0,0,0,0,False
Hiunchuli,1971,Autumn,Success (main peak),6434.0,8,0,0,0,False
Hiunchuli,1973,Autumn,Success (subpeak),6441.0,4,0,0,0,False
Hiunchuli,1981,Autumn,Success (main peak),6434.0,9,0,0,0,False
Hiunchuli,1983,Autumn,Success (main peak),6434.0,6,0,0,0,False
Hongku Chuli,1964,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,3,0,3,0,False
Hongde,1959,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6250.0,4,0,4,0,False
Hongde,1962,Spring,Success (main peak),6556.0,4,0,5,0,False
Jannu,1957,Autumn,Did not attempt climb,7300.0,3,0,0,0,False
Jannu,1959,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,11,0,17,0,True
Jannu,1962,Spring,Success (main peak),7711.0,12,0,30,0,False
Jannu,1974,Spring,Did not attempt climb,7300.0,1,0,0,0,False
Jongsang,1909,Autumn,Other,7300.0,1,0,0,0,False
Jongsang,1930,Spring,Success (main peak),7462.0,6,0,4,0,True
Jongsang,1983,Spring,Lack (or loss) of supplies or equipment,6145.0,4,0,3,0,False
Jongsang,1983,Spring,Success (main peak),7462.0,44,0,0,0,False
Junction Peak,1970,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6900.0,9,0,8,0,False
Kabru Dome,1925,Spring,Other,6100.0,1,0,0,0,False
Kabru Dome,1959,Autumn,Attempt rumoured,7300.0,1,0,0,0,False
Kabru Dome,1964,Spring,Success (claimed),6660.0,0,0,0,0,False
Kabru Dome,1981,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,5,0,4,0,False
Kabru Dome,1985,Spring,Success (main peak),6600.0,24,0,0,0,False
Kabru North,1907,Autumn,"Bad weather (storms, high winds)",7270.0,2,0,0,0,False
Kabru North,1920,Winter,Other,6400.0,1,0,0,0,False
Kabru North,1935,Autumn,Success (main peak),7338.0,2,0,4,0,False
Kabru North,1947,Spring,Accident (death or serious injury),6100.0,3,0,1,0,False
Kabru North,1951,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,1,0,3,0,False
Kabru North,1985,Spring,"Bad weather (storms, high winds)",7000.0,4,0,0,0,False
Kagmara I,1962,Spring,Success (main peak),5978.0,6,0,7,0,False
Kagmara I,1966,Spring,Other,5600.0,1,0,0,0,False
Kande Hiunchuli North  I,1981,Autumn,Did not attempt climb,7300.0,8,0,0,0,False
Kande Hiunchuli North  II,1980,Spring,Success (main peak),6471.0,7,0,0,0,False
Kande Hiunchuli North  II,1984,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,2,0,1,0,False
Kangbachen,1930,Spring,Did not attempt climb,7300.0,11,0,0,0,False
Kangbachen,1949,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5490.0,6,0,0,0,False
Kangchenjunga Central,1978,Spring,Other,8410.0,4,0,3,0,True
Kangchenjunga Central,1978,Spring,Success (main peak),8482.0,7,0,5,0,True
Kangchenjunga Central,1984,Spring,Success (subpeak),8482.0,7,0,6,0,True
Kangchenjunga Central,1989,Spring,Success (main peak),8482.0,16,0,3,0,True
Kangchenjunga Central,1991,Spring,Success (main peak),8482.0,4,0,4,0,False
Kangchenjunga,1905,Summer,Accident (death or serious injury),6300.0,5,1,4,4,False
Kangchenjunga,1910,Spring,Did not attempt climb,7300.0,1,0,0,0,False
Kangchenjunga,1920,Autumn,Other,6400.0,2,0,0,0,False
Kangchenjunga,1925,Spring,Did not attempt climb,7300.0,1,0,0,0,False
Kande Hiunchuli,1963,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,3,0,2,0,False
Kande Hiunchuli,1972,Autumn,Success (main peak),6627.0,4,0,1,0,False
Kangchenjunga,1929,Summer,"Bad weather (storms, high winds)",7400.0,10,0,25,0,False
Kangchenjunga,1930,Spring,"Bad weather (storms, high winds)",6400.0,12,0,11,1,False
Kangchenjunga,1931,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7940.0,10,1,30,3,False
Kangchenjunga,1937,Autumn,Did not attempt climb,7300.0,3,0,6,0,False
Kangchenjunga,1940,Spring,Did not attempt climb,7300.0,0,0,0,0,False
Kangchenjunga,1953,Spring,Did not attempt climb,7300.0,2,0,0,0,False
Kangchenjunga,1954,Spring,Did not attempt climb,6250.0,6,0,4,0,False
Kangchenjunga,1955,Spring,Success (main peak),8586.0,9,0,26,1,True
Kangchenjunga,1987,Spring,Success (main peak),8586.0,62,4,0,0,False
Kangchenjunga South,1984,Spring,Success (main peak),8476.0,5,0,4,0,True
Kangchenjunga South,1989,Spring,Success (main peak),8476.0,15,0,3,0,True
Kangchenjunga South,1991,Spring,Success (main peak),8476.0,3,0,0,0,False
Karyolung,1975,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5700.0,0,0,0,0,False
Kangchung Nup,1953,Spring,Success (main peak),6043.0,5,0,2,0,True
Kangchung Nup,1953,Autumn,Success (main peak),6043.0,1,0,4,0,False
Kangchung Nup,1954,Spring,Success (main peak),6043.0,9,0,6,0,False
Kang Guru,1955,Summer,Success (main peak),6981.0,3,0,0,0,False
Kang Guru,1950,Summer,"Route technically too difficult, lack of experience, strength, or motivation",6275.0,6,0,4,0,False
Kang Guru,1965,Spring,Attempt rumoured,6981.0,0,0,0,0,False
Kotang,1951,Autumn,Accident (death or serious injury),5200.0,1,1,3,0,False
Kotang,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6085.0,2,0,4,0,False
Kotang,1955,Spring,"Bad weather (storms, high winds)",7300.0,4,0,3,0,False
Kotang,1962,Spring,Success (subpeak),6038.0,3,0,2,0,False
Kotang,1963,Autumn,Success (subpeak),6038.0,0,0,0,0,False
Kotang,1966,Spring,Success (subpeak),6100.0,6,0,4,0,False
Kangtega,1955,Autumn,Success (subpeak),6250.0,1,0,1,0,False
Kusum Kanguru,1978,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6150.0,6,0,2,0,False
Kusum Kanguru,1979,Autumn,Success (subpeak),6350.0,3,0,0,0,False
Kusum Kanguru,1979,Autumn,"Bad weather (storms, high winds)",6200.0,4,0,0,0,False
Kusum Kanguru,1979,Autumn,Success (subpeak),6350.0,5,0,0,0,False
Kusum Kanguru,1979,Autumn,Attempt rumoured,7300.0,0,0,0,0,False
Kusum Kanguru,1980,Autumn,"Illness, AMS, exhaustion, or frostbite",5300.0,3,0,0,0,False
Kusum Kanguru,1981,Autumn,Success (main peak),6370.0,1,0,0,0,False
Kusum Kanguru,1981,Autumn,Success (main peak),6370.0,8,0,0,0,False
Kusum Kanguru,1983,Autumn,Success (subpeak),6356.0,4,0,0,0,False
Kusum Kanguru,1983,Autumn,Success (main peak),6370.0,7,0,0,0,False
Kusum Kanguru,1988,Autumn,Success (main peak),6370.0,3,0,6,0,False
Kusum Kanguru,1991,Spring,Success (main peak),6370.0,1,0,0,0,False
Kusum Kanguru,1991,Autumn,Accident (death or serious injury),7300.0,2,1,0,0,False
Kusum Kanguru,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350.0,1,0,0,0,False
Kusum Kanguru,1991,Autumn,Success (main peak),6370.0,3,0,0,0,False
Lamjung Himal,1955,Summer,Did not attempt climb,7300.0,4,0,0,0,False
Langtang Lirung,1949,Summer,Did not attempt climb,5790.0,3,0,0,0,False
Langtang Lirung,1959,Autumn,Did not attempt climb,5800.0,6,0,0,0,False
Langtang Lirung,1961,Spring,Accident (death or serious injury),6450.0,6,2,5,1,False
Leonpo Gang,1955,Spring,Did not attempt climb,7300.0,3,0,5,0,False
Leonpo Gang,1957,Spring,Accident (death or serious injury),6100.0,6,1,6,2,False
Leonpo Gang,1958,Spring,"Route technically too difficult, lack of experience, strength, or motivation",4900.0,4,0,3,0,False
Leonpo Gang,1960,Spring,"Bad weather (storms, high winds)",6799.0,8,0,9,0,False
Leonpo Gang,1961,Spring,"Bad weather (storms, high winds)",7050.0,13,0,13,0,False
Leonpo Gang,1962,Spring,Success (main peak),6979.0,8,0,9,0,False
Lha Shamma,1962,Spring,Success (main peak),6412.0,6,0,7,0,False
Lha Shamma,1964,Autumn,"Bad weather (storms, high winds)",6250.0,5,0,3,0,False
Lhotse,1986,Autumn,Did not attempt climb,7300.0,25,0,0,0,False
Lhotse,1986,Autumn,Did not attempt climb,7300.0,4,0,0,0,False
Lhotse,1987,Autumn,Did not attempt climb,7300.0,15,0,0,0,False
Lhotse,1990,Spring,Success (main peak),8516.0,5,0,18,0,True
Lhotse,1991,Autumn,"Illness, AMS, exhaustion, or frostbite",7650.0,6,0,0,0,False
Mukut Himal,1954,Autumn,"Bad weather (storms, high winds)",6100.0,1,0,1,0,False
Langpo,1909,Autumn,Success (main peak),6965.0,1,0,0,0,False
Langpo,1939,Spring,Success (subpeak),6900.0,3,0,6,0,False
Lobuje East,1955,Autumn,Success (subpeak),6080.0,3,0,4,0,False
Lobuje East,1979,Spring,Success (main peak),6090.0,6,0,0,0,False
Lobuje East,1984,Autumn,Success (main peak),6090.0,4,0,0,0,False
Lobuje East,1989,Winter,Success (main peak),6090.0,4,0,0,0,False
Lhotse Shar,1955,Spring,Did not attempt climb,7300.0,2,0,0,0,False
Lhotse Shar,1958,Autumn,Did not attempt climb,7300.0,6,0,0,0,False
Lhotse Shar,1960,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6700.0,4,0,0,0,False
Lhotse Shar,1971,Spring,Other,8000.0,3,0,1,0,False
